,ChannelName,VideoIndex,VideoID,VideoTitle,Label
6344,슈카월드,304.0,ipNaXzC2uTU,코뿔소는 소인가? / 인간 몸속에 뛰는 돼지 심장,0.0
6345,슈카월드,303.0,Fsc4uiTktII,나홀로 산다. 660만 가구 돌파,0.0
6346,슈카월드,302.0,rWqNRROCkvs,1배속은 참기 힘든 시대,0.0
6347,슈카월드,301.0,FzGF7o6kcxQ,코스피 검은 목요일 장중 2600 하회,0.0
6348,슈카월드,300.0,MMkMmCfioRg,(연휴특선) 슈카월드 세계사 모아보기,1.0
6349,슈카월드,299.0,x0dmTftL29k,"쏟아지는 횡령, 배임, 내부자 거래, 분식회계",0.0
6350,슈카월드,298.0,sIGZGp_6IlQ,(연휴특선) 슈카월드 과학상식 모아보기,1.0
6351,슈카월드,297.0,dLqpJz_OqEg,사우디-태국을 30년간 단절시킨 보석 절도 사건,1.0
6352,슈카월드,296.0,JUcwXK9W_R0,"마음은 새내기, 몸은 헌내기",0.0
6353,슈카월드,295.0,iMsr2AzHsN0,한국인들은 바다 잡초도 먹나요? 해초?,1.0
6354,슈카월드,294.0,N554mNKPlz0,"좋좋소 열풍, 중소기업은 왜 좋소가 되었나",1.0
6355,슈카월드,293.0,azMqDSw00i8,"증시를 강타한 메타 쇼크, FANG 의 재편?",1.0
6356,슈카월드,292.0,e5_4zNPiDKU,"꿈이 있던 시대, 서울대 공대 85,86 학번과 친구들",0.0
6357,슈카월드,291.0,AFP9170Dmbs,"한게임의 추억 NHN, IT종합 기업으로 변신 (유료광고 포함)",0.0
6358,슈카월드,290.0,JdGLnmpO-Zc,이집트 대(大)신전 이동 프로젝트 (어이 김씨~),1.0
6359,슈카월드,289.0,BTbcURR2_Yc,여의도를 월스트리트로 만드는 프로젝트,0.0
6360,슈카월드,288.0,H84t6YAG3Gk,러시아 우크라이나 침공 일촉즉발,1.0
6361,슈카월드,287.0,cPibaVXISLI,"국민연금, 왜 고갈이 될까?",1.0
6362,슈카월드,286.0,39KphFVJfRA,슈카월드 악플읽기,1.0
6363,슈카월드,285.0,9sKrSfelkac,"무신사, 커뮤니티에서 패션 플랫폼으로 [유료광고 포함]",0.0
6364,슈카월드,284.0,EmdNndRcz80,"늙어가는 사회, 늙어가는 문화",0.0
6365,슈카월드,283.0,w3iAapp_sW4,"상승률 500배, 한국판 게임스탑 사태인가",0.0
6366,슈카월드,282.0,YObEBukFC0Y,이번 올림픽 보고 있기 힘들었던 순간,0.0
6367,슈카월드,281.0,3gtUsgjTrzQ,동접 130만 로아가 요즘 잘나가는 이유,0.0
6368,슈카월드,280.0,7jvFleJYrTs,장기집권의 꿈과 높아지는 갈등,1.0
6369,슈카월드,279.0,Tho3Rc_K_NY,500년 만에 발견된 영국왕 리처드3세의 유골,1.0
6370,슈카월드,278.0,8LPDWBIPrrY,전범들은 모두 지옥으로 떨어질 것이다. - UN우크라이나 대사,1.0
6371,슈카월드,277.0,7uF0eyZVnqs,다음 BTS는 버츄얼 캐릭터일까?,0.0
6372,슈카월드,276.0,Kf3Sz4fkYh4,사실상의 도시국가 대한민국,1.0
6373,슈카월드,275.0,neJBWvrutUA,내 동료가 돼라! 샌드박스 대규모 채용 [유료광고 포함],0.0
6374,슈카월드,274.0,dOt5XkvB7wQ,공룡은 새인가 파충류인가,0.0
6375,슈카월드,273.0,Fy21_gK8Sbw,정신나간 러시아의 우크라이나 원전 공격,0.0
6376,슈카월드,272.0,F8nzqCKXBIw,부끄러운 삼성 갤럭시 GOS 이슈,0.0
6377,슈카월드,271.0,MYTbq7PPpOs,"스팸 세계 2대 소비국 대한민국, 스팸에 무슨 일이?",1.0
6378,슈카월드,270.0,eT_5GahCdIs,지옥문이 열린 러시아 경제,1.0
6379,슈카월드,269.0,fIKsJ3rdNQE,문란했던 왕들과 콘돔의 탄생,0.0
6380,슈카월드,268.0,rpkZGAYs18c,"러시아의 무차별 포격, 격해지는 서방국가",0.0
6381,슈카월드,267.0,SXl_pnG0j94,대한민국 우울증 OECD 1위,0.0
6382,슈카월드,266.0,Fk-0XRcLZno,우리는 왜 포켓몬 빵을 사는가,0.0
6383,슈카월드,265.0,SYjie1wPHnI,"차기 정부 경제, 부동산 공약 살펴보기",0.0
6384,슈카월드,264.0,hAz0IFrGV2c,바나나 나무는 나무가 아니다?,0.0
6385,슈카월드,263.0,rJp6LxsZMMY,세종대왕님도 어려운 한글 띄어쓰기,0.0
6386,슈카월드,262.0,FXdiaYrLKsw,"초유의 니켈 거래정지 사태, 빅 숏(Big short)의 등장",1.0
6387,슈카월드,261.0,tuK3aweESbU,"코로나 확진 1,000만 명 돌파, 무덤덤해진 사회",1.0
6388,슈카월드,260.0,DbK_j3tWHf4,"가뭄, 전쟁, 유가폭등, 총체적 난국의 밥상 물가",1.0
6389,슈카월드,259.0,oMb1gxv-ckc,감당하기 쉽지 않은 ADHD의 어려움,0.0
6390,슈카월드,258.0,-cAnZemBevE,"가장 치열했던 고지전, 백마고지의 혈전과 영웅",0.0
6391,슈카월드,257.0,WWPqcx5kpSg,주식의 어려움. 비슷했던 생각 전혀 다른 결과,0.0
6392,슈카월드,256.0,IqmgZ5apM0c,어쩌다보니 테마주? 역대 최고가를 찍은 안랩,0.0
6393,슈카월드,255.0,PXPfzZ1xWpE,"50년 래 최저치로 떨어진 혼인 숫자, 극심한 결혼 부담",1.0
6394,슈카월드,254.0,k-rqdDGQtPU,"폭발왕 마이클베이 감독 신작, 앰뷸런스 [유료 광고 포함]",0.0
6395,슈카월드,253.0,9kS47izADMs,소련의 적백내전과 푸틴의 야망,0.0
6396,슈카월드,252.0,LInAlSXgEys,"경제대국 한국, 삶의 만족도 사실상 꼴등",1.0
6397,슈카월드,251.0,IE-DqKMtr68,"두 번째 한강의 기적, 대한민국의 21세기",1.0
6398,슈카월드,250.0,aQKHPB1L21Y,"거센 도전 앞에 선, '기술의 삼성전자'",1.0
6399,슈카월드,249.0,I2T1y2CbnuE,"아이부터 어른까지, 끝나지 않는 대한민국 사교육",0.0
6400,슈카월드,248.0,qv829gU9NIU,바람 잘 날 없는 쌍용차 수난시대,0.0
6401,슈카월드,247.0,_gXCZzhT-yM,'진주만 공습'을 언급한 젤렌스키와 불쾌한 일본,1.0
6402,슈카월드,246.0,YSRXKVYgJ0E,마기꾼 전용 소개팅 TIP,0.0
6403,슈카월드,245.0,Pn6KvIvNm7E,중국만 코로나를 피해갈 수 있을까?,1.0
6404,슈카월드,244.0,nagdNSgBhfk,"""표현의 자유는 절대적이다"" 일론 머스크의 트위터 투자",0.0
6405,슈카월드,243.0,aH-94ovHZPI,"줄어드는 현역 군인, 모병제 전환 가능할까",1.0
6406,슈카월드,242.0,iEIxOzw_tWc,겁없는 자신감의 나라 대한민국,0.0
6407,슈카월드,241.0,hVpimP9iO_E,충격적인 애벌레의 변태과정,1.0
6408,슈카월드,240.0,IX-mRfer8YU,추락 중인 대한민국 기부 지수 세계 110위,0.0
6409,슈카월드,239.0,1npyzRY9-q4,"김과장, 우리 오랜만에 회식이나 한 번 하지?",1.0
6410,슈카월드,238.0,Tcl9RSvyk5U,"흑해 함대 자존심의 침몰, 고립되는 러시아",1.0
6411,슈카월드,237.0,hQmCMcK1q-o,국민기업을 거부하는 포스코의 사연,1.0
6412,슈카월드,236.0,N9v1MU8G_O8,요즘 NFT가 핫하다면서요?,0.0
6413,슈카월드,235.0,D02dpR1R4_0,최악의 환경재난 가습기 살균제 사건은 왜 잊혀졌나?,0.0
6414,슈카월드,234.0,gFFh-7BGZHw,충격요법을 사용 중인 미국 연준,0.0
6415,슈카월드,233.0,P043nmU26HI,귀도(鬼島) 대만 vs 헬 조선,0.0
6416,슈카월드,232.0,y5ZOOi1AreU,"임금 인상의 시대, 벌어지는 임금 격차",0.0
6417,슈카월드,231.0,pcP0Uvb4t5A,석유는 공룡 썩은 물인가,1.0
6418,슈카월드,230.0,M1v-AqKMANY,"사회보험의 미래, 더 내느냐 덜 받느냐",0.0
6419,슈카월드,229.0,1zyPI6MUa-w,러시아는 왜 몰도바를 노리나,1.0
6420,슈카월드,228.0,qAkJrkqp9SI,소싯적엔 껌 좀 씹었지,0.0
6421,슈카월드,227.0,PpWM851Y8ow,"추풍낙엽 글로벌 대기업 주가, 삼전은 선녀였다?",1.0
6422,슈카월드,226.0,ywCvx-C9ht0,"우리은행 600억 횡령범 : ""다 썼어요""",1.0
6423,슈카월드,225.0,MMzDkzlrN1A,기존 GPS는 가라. 한국형 KPS가 온다,0.0
6424,슈카월드,224.0,WISw-qCU0rc,돈이 빠지면 사기가 드러난다.,1.0
6425,슈카월드,223.0,vpGP9N9rRUQ,과연 사회분열을 막는 해법은 있을까?,0.0
6426,슈카월드,222.0,IYZSGuz7pZk,나이 60쯤 되니 인생에서 알게된 것들 (번역),1.0
6427,슈카월드,221.0,UHYzh4daWgM,"5월 9일 러시아 전승기념일, 중대발표가 있을까?",0.0
6428,슈카월드,220.0,n2uGATa7aYM,"금리가 오르는데, 적금이나 채권을 사볼까?",0.0
6429,슈카월드,219.0,Ip7bKoaKSjI,"미래 화폐 주도권, 누가 가져갈 것인가",1.0
6430,슈카월드,218.0,S8luMxVDlEI,"엔화 약세와 생활물가 충격, 일본의 딜레마",1.0
6431,슈카월드,217.0,smAgk5_BouE,"미국도 개인투자자를 ""개미""라고 부를까?",0.0
6432,슈카월드,216.0,BpxYrggvX6U,"북한, 국가 최중대 비상사태 선언",1.0
6433,슈카월드,215.0,Xq6_GscZYbo,무법자 전성시대,0.0
6434,슈카월드,214.0,-VUuOgXNTI4,"2022 필리핀 대선, 독재자 아들의 귀환",0.0
6435,슈카월드,213.0,saFQ-EZl6dc,"일본 섬, 대만 섬, 대한민국 섬?",1.0
6436,슈카월드,212.0,7VB8AREYeL8,"1,000년 간 찾고 있는 전설의 보물, 전국옥새",1.0
6437,슈카월드,211.0,fTKjiVJ6fuI,"바이든 방한, 강력한 동맹의 요구",0.0
6438,슈카월드,210.0,fRpsPGWnbDU,하락장 기로에 선 주식시장,0.0
6439,슈카월드,209.0,3VLP69gYhJw,"대한민국 밀 수입 비중 99.5%, 빵터질 빵값",1.0
6440,슈카월드,208.0,mHCE1467rDk,챔피언 말의 다리가 부러지면 벌어지는 일,0.0
6441,슈카월드,207.0,zWsgyjhR-OE,일대일로의 축소와 흔들리는 국가들,1.0
6442,슈카월드,206.0,R0HmuvWC5tg,"머스크 : ""아~ 한국 망해써요""",1.0
6443,슈카월드,205.0,eFIX5cxGi-Q,코인 폭락 발 고통의 소용돌이,0.0
6444,슈카월드,204.0,zOaqRGP1F7E,"돈 잔치의 끝, 역대 최대 저축의 미국인들",0.0
6445,슈카월드,203.0,oKWCubQ0xJs,극심한 반중 정서와 아시아 혐오 범죄,0.0
6446,슈카월드,202.0,Ho4WCmsifsU,아프리카를 지켜준 인류 최악의 질병,0.0
6447,슈카월드,201.0,54w2X2BJ7EE,"피라미드 뺨때리는, 진시황 무덤의 도시전설",1.0
6448,슈카월드,200.0,9cCHXpIuLJ4,"4대 연금 개혁, 성공할 수 있을까",0.0
6449,슈카월드,199.0,OFifk2zkUf0,머스크 : 경제 망할 것 같은데?,1.0
6450,슈카월드,198.0,5kNjCf76JSw,미국은 왜 아이들의 희생을 보고만 있는가,1.0
6451,슈카월드,197.0,RU9tGQkyOvg,재택근무는 비효율적인가?,1.0
6452,슈카월드,196.0,4u7B7dynUIU,청와대의 유래와 고려시대 제일검 척준경,0.0
6453,슈카월드,195.0,QtuGe_HPxNE,"세계를 휩쓴 ""스웨덴 게이트""",1.0
6454,슈카월드,194.0,OtD2JtdQV4c,"물가 폭탄 미국, 황급하게 내민 손길",1.0
6455,슈카월드,193.0,DdEYXFtkj_w,"50세 퇴직, 70세 은퇴, 20년은 어떡하지?",0.0
6456,슈카월드,192.0,459PoLMt82Q,성장률 절벽과 엇갈리는 희비,0.0
6457,슈카월드,191.0,m2sbKzp2bDY,"원숭이두창, WHO 보건 비상사태 선포",1.0
6458,슈카월드,190.0,xF8x7d9ycts,랍스터는 뇌가 없다?,0.0
6459,슈카월드,189.0,7lFG3vTY85I,"수익률 부진, 코리아 주식",0.0
6460,슈카월드,188.0,ckHULyRxHOk,"현실이 된 '75bp 인상', 자이언트 스텝",0.0
6461,슈카월드,187.0,zzj5EzcYduM,공포가 지배하는 코인 시장,1.0
6462,슈카월드,186.0,hkxCNOsQGfs,코스피 본격 여름맞이 '바겐 세일',0.0
6463,슈카월드,185.0,o_h3s8gDCCk,글로벌 기업의 한국 투자 성공기 (유료광고포함),0.0
6464,슈카월드,184.0,YmuaaHnKSuA,티벳 땅이 불러온 인도 - 중국 국경 분쟁,1.0
6465,슈카월드,183.0,sIVQWeGK9s8,어디까지가 상식인가?,1.0
6466,슈카월드,182.0,jtIQAeaVdbs,미국을 뒤흔든 낙태법 판결과 Justice 9인,1.0
6467,슈카월드,181.0,qnJpDa8u9ZA,믿기 힘든 인류 최초 달 탐사선의 귀환 방법,0.0
6468,슈카월드,180.0,njZ3o0CHv6Y,"1년만에 코스피 -1,000p 달성, 커지는 고통",1.0
6469,슈카월드,179.0,D6oNef_c2zQ,"인간의 판단 영역까지 확장되는 업무자동화, 브리티 RPA (유료 광고 포함)",0.0
6470,슈카월드,178.0,8muMlzRSMzc,푸틴: 미국 중심의 세계는 끝났다.,1.0
6471,슈카월드,177.0,wVtDkO09be0,예능은 왜 고령화되었나,1.0
6472,슈카월드,176.0,I_Pg40cOroQ,코인 도둑질 세계 1위 국가,1.0
6473,슈카월드,175.0,lomjGQAH2IU,"2022 나토 회의, 신(新) 냉전시대 선포",0.0
6474,슈카월드,174.0,cznLCw04YSA,학점 인플레이션 시대,0.0
6475,슈카월드,173.0,8xaRMU9Pk70,방치되고 있는 퇴직연금,0.0
6476,슈카월드,172.0,wmylIlmku20,2022 미중 신(新) 아편전쟁 - 펜타닐,1.0
6477,슈카월드,171.0,Kw-mL5FL59g,어르신들의 습격,0.0
6478,슈카월드,170.0,YTZmrPoRjG8,일본을 뒤흔든 두 발의 총성,1.0
6479,슈카월드,169.0,Z5nZ8wTock0,허준이 교수 필즈상 수상과 슈카의 숟가락,0.0
6480,슈카월드,168.0,AggGDj_IVTU,"""아저씨~ 따블✌️"" 심야 택시 전쟁",0.0
6481,슈카월드,167.0,nhnMCnawiZA,머스크 57조원짜리 트위터 인수 파기 선언🚀,0.0
6482,슈카월드,166.0,AQXyY3wCMUQ,21세기 최고의 발명품,1.0
6483,슈카월드,165.0,V_ZX19W3K1A,"폭주하는 미국 물가, 떠오르는 울트라스텝",1.0
6484,슈카월드,164.0,AlihE4WQ33w,NASA가 엄선한 '제임스웹의 첫 사진' 스토리,0.0
6485,슈카월드,163.0,-4L7-cn-ZD4,"코로나 신종 변이, 켄타우로스의 등장",0.0
6486,슈카월드,162.0,v9HoBGVgQx0,"광고주 속타는 광고, 대항해시대 오리진",0.0
6487,슈카월드,161.0,-_hnrd99z_M,"초거대 입자가속기 충전 완료, 암흑물질을 찾아라",0.0
6488,슈카월드,160.0,e_n50lp5CWU,하락장 어떻게 대응해야 하나....,1.0
6489,슈카월드,159.0,zBfdAvFDbRc,한국은 '반도체 동맹 참가 여부'를 결정하라,0.0
6490,슈카월드,158.0,hlaCGL-ttno,AI는 수학문제를 어떻게 풀까,0.0
6491,슈카월드,157.0,-ZJcXsGUhSA,'이상한 변호사 우영우' 글로벌 신드롬,0.0
6492,슈카월드,156.0,XWSnZD3Fy7g,킹크랩은 게가 아니다?,0.0
6493,슈카월드,155.0,dINOdh8os9U,기승전 치킨집 대한민국,0.0
6494,슈카월드,154.0,dtlA94a3TSI,"형제여.. 폴란드, 대한민국 무기 약 20조원 구매",1.0
6495,슈카월드,153.0,qVmfzi7mtJE,해결돼야만 하는 둔촌 주공아파트 재건축 사태,1.0
6496,슈카월드,152.0,lQmrZKCYsME,아버지는 말하셨지 인생을 즐겨라,0.0
6497,슈카월드,151.0,s0ESXEtFpsw,반등인듯 아닌듯 슬금슬금 코스피,0.0
6498,슈카월드,150.0,b6wND7nVVgc,"급등하는 점심 물가, 박살나는 소비심리",0.0
6499,슈카월드,149.0,M4ke9ZHEDLQ,30년째 인구 증가가 없는 러시아,0.0
6500,슈카월드,148.0,awajkh0u_o4,"중국을 뒤덮은 분노, 펠로시 전격 대만 방문",0.0
6501,슈카월드,147.0,ZBNCG3Sbgag,"치킨 한마리에 7,000원? 당당치킨 신드롬",1.0
6502,슈카월드,146.0,YlsGi7hRrqg,한국은 왜 포경수술 왕국이 되었나,0.0
6503,슈카월드,145.0,HY4B0tuJFXA,"가라앉는 도시 자카르타, 인도네시아의 수도이전 프로젝트",1.0
6504,슈카월드,144.0,l8Fqu995iVg,왜 미국만 이상한 단위를 사용할까,1.0
6505,슈카월드,143.0,d_2owomYMfU,"강남 물난리, 1회성인가? 반복될 것인가?",1.0
6506,슈카월드,142.0,KVuOY7KPcGg,"1,000조 짜리 미국 인플레이션 감축 법안 통과",0.0
6507,슈카월드,141.0,7zWd_8FF5JU,다시 불타오르는 외고 폐지논쟁,0.0
6508,슈카월드,140.0,uuMELilKVD8,상하차는 로봇으로 안되나요? 이제 물류는 기술이다 [유료 광고 포함],0.0
6509,슈카월드,139.0,vcr0nzDbHyE,조폭 두목이 최고 권력자? 아이티의 참담한 오늘,1.0
6510,슈카월드,138.0,meChZCPTakk,"빌라 1200채? 오르면 내꺼, 내리면 니꺼 전세사기",1.0
6511,슈카월드,137.0,RGLvq6PNXGo,화려했던 비전펀드 창사 이래 최대 적자,1.0
6512,슈카월드,136.0,ypP4FgztjLI,FBI 트럼프 前대통령 전격 압수수색,1.0
6513,슈카월드,135.0,pEfaUukbIPY,"또다시 확산되는 코로나, 글로벌 2위 달성",0.0
6514,슈카월드,134.0,aFdhUm-1Svk,면접 수당을 드립니다! 2022 경기도 청년면접수당 제도 [유료광고포함],0.0
6515,슈카월드,133.0,yRNMYp6E5pY,"심각해지는 인력난, 사람이 부족한 사회",1.0
6516,슈카월드,132.0,UZttUEqcGbQ,카페인이 필요한 사람들,0.0
6517,슈카월드,131.0,bQwgqIaj9hU,살벌한 중앙은행 총재의 경고,0.0
6518,슈카월드,130.0,D1WmehsSXho,왜 대한민국만 이 모양인가,1.0
6519,슈카월드,129.0,b7skmwFbC-E,극단적으로 쏠리는 유럽 정치 상황,0.0
6520,슈카월드,128.0,J6nyBC9ctxs,점점 매워지는 연애 예능,0.0
6521,슈카월드,127.0,fyq07UZgNsY,2억 마리 토끼 토벌 작전,1.0
6522,슈카월드,126.0,n8liH_pW0Mc,"힌남노, 슈퍼태풍의 위협",0.0
6523,슈카월드,125.0,dFTTMnL6bQA,판교에 마차시위? 폭발하는 게이머들의 불만,0.0
6524,슈카월드,124.0,NMzo2bao3gM,새로 짓는 서울시 쓰레기 소각장은 어디로?,0.0
6525,슈카월드,123.0,kf_NLe9lXVs,반복되는 러시아 재벌 의문사,1.0
6526,슈카월드,122.0,kHKlY7dfgkc,(추석연휴특집영상) X는 Y인가? + 머스크형 씨리즈,0.0
6527,슈카월드,121.0,pwmt-CQ10Mk,전갈 집게는 다리가 아니다?,0.0
6528,슈카월드,120.0,XauScOPFR2I,(추석연휴특집영상2) 러시아-우크라이나 정주행,0.0
6529,슈카월드,119.0,x_g2QfH3F3c,(추석연휴특집영상3) 미국은 지금,0.0
6530,슈카월드,118.0,W5iPSx8fSLc,"여왕의 시대가 지나가고, 왕(King)의 시대가 왔다.",0.0
6531,슈카월드,117.0,0q2U1Dgmpgg,세계가 놀란 우크라이나의 반격,1.0
6532,슈카월드,116.0,D5CT6OrWXNk,"1달러가 1,400원? 정신 나갈 것 같은 환율과 경기침체 우려",1.0
6533,슈카월드,115.0,hYO6Nj8zldE,개인이 세계 1위 우주 로켓 회사를 만들 수 있을까?,1.0
6534,슈카월드,114.0,scVPplSHXFQ,세계 최대 도난 물품 수령처 대영박물관,0.0
6535,슈카월드,113.0,6efVGSL0TvY,눈 앞에 다가온 경기침체의 그림자,1.0
6536,슈카월드,112.0,cRaq04fw1T8,미국의 마약 전쟁과 중남미의 비극,1.0
6537,슈카월드,111.0,hWtfXtOMcWk,러시아 힘의 공백과 북한의 큰소리,1.0
6538,슈카월드,110.0,VcEUvzjJVTA,박쥐와 두더쥐는 쥐인가,0.0
6539,슈카월드,109.0,v2a-eVJFVOc,"사라져가는 무작위 알몸 대면 문화, 대중 목욕탕",0.0
6540,슈카월드,108.0,Cx_pIcj3-ks,"러시아 30만 예비군 동원령, 탈출하는 남성들",1.0
6541,슈카월드,107.0,vedfNBrRQrU,하다하다 영국발 쇼크까지...,1.0
6542,슈카월드,106.0,3wnxB0rBXeg,"기후변화 글로벌 조별과제, 무임승차를 막아라 [유료광고포함]",0.0
6543,슈카월드,105.0,42tbG7A7-Ns,현실이 되고있는 망 사용료 이슈,1.0
6544,슈카월드,104.0,90Zji8Svnhg,우리에게 자유를! 히잡으로 타오르는 이란,1.0
6545,슈카월드,103.0,fZ1zJbuYTjA,"유럽 해저 가스관 폭파, 범인은 누구인가",1.0
6546,슈카월드,102.0,Xd9UOZyf8Rs,영국발 리만 브라더스 공포,1.0
6547,슈카월드,101.0,VL696LKF5d4,아 제발.. 고조되는 러시아발 핵위협,1.0
6548,슈카월드,100.0,9xfUodm4tj8,"이름 짓기 공모전, 역대 우승작으로 보는 필승법(?)",0.0
6549,슈카월드,99.0,qyzzNypFPMM,지구를 지켜라! NASA 소행성 궤도 변경 성공,0.0
6550,슈카월드,98.0,tX2Oiw78Fyg,"비싸지는 학식, 높아지는 원성",0.0
6551,슈카월드,97.0,tmiRP1YHyEU,"크레딧스위스 은행 파산 경고, 설마?",1.0
6552,슈카월드,96.0,MCMBDWOeOfc,"사우디 원유 200만 배럴 전격 감산, 극대노한 미국",1.0
6553,슈카월드,95.0,l1jomgzaHFA,무엇이 친환경인가? 한국형 녹색기준 K-택소노미 [유료광고포함],0.0
6554,슈카월드,94.0,JoQlVP40uPU,손가락 뚜둑 소리는 왜 나는 것인가,0.0
6555,슈카월드,93.0,IuvUMAHr3dw,'빚 못 갚겠다.'  파산 위기의 레고랜드,1.0
6556,슈카월드,92.0,PAPgBy2D_yk,비상 경영에 나선 위기의 카카오,0.0
6557,슈카월드,91.0,oO32HQhJbuU,이자 5%? 사상 최대 돈이 몰린 은행 예금,0.0
6558,슈카월드,90.0,sLwwnDEftN0,북한 전투기 150대 동시 출격? 진짜?,1.0
6559,슈카월드,89.0,tzIzcr4EM6w,정신나간 사우디 신도시 프로젝트 The Line,1.0
6560,슈카월드,88.0,VcPL97N8ySw,꼼장어는 물고기도 아니다?,0.0
6561,슈카월드,87.0,SWyQmUmKG_s,"시진핑 1인 통치 체제 확정, 새로운 시대로 진입하는 중국",0.0
6562,슈카월드,86.0,H-dRgW5XDpQ,하루에 6명이 산업 재해로 사망하는 나라,0.0
6563,슈카월드,85.0,y9Dd_7NPcfI,"얼어버린 돈줄, 떨고 있는 기업들",1.0
6564,슈카월드,84.0,kGq405uF92Y,"그림 도둑 AI 등장, 예술인가 도둑놈인가",0.0
6565,슈카월드,83.0,2MHSDmmaGcg,"종이 신문의 종말, 3줄 요약의 시대",0.0
6566,슈카월드,82.0,kw4Hv7PmiQc,"SK하이닉스 실적 쇼크, 반도체 치킨 게임의 시작?",1.0
6567,슈카월드,81.0,RynCTDxpKPw,영국 역사상 최고 부자 총리가 온다.,0.0
6568,슈카월드,80.0,YKXhBrz4yhA,올해 사상 최고의 실적을 올린 기업,0.0
6569,슈카월드,79.0,Lk6p4ox27Sw,에너지에 이은 식량 전쟁 시대,1.0
6570,슈카월드,78.0,t8c8eHnooCM,바다에는 곤충이 없다,0.0
6571,슈카월드,77.0,4XEV-G5i5fA,61조 원에 트위터 인수한 이 시대 최고의 관종 머스크,1.0
6572,슈카월드,76.0,L7cTxv6tRtM,"돈 값이 금 값, 사면초가 흥국생명",1.0
6573,슈카월드,75.0,N3yhkDHs8yw,미국의 자국 우선주의에 반발하는 유럽,0.0
6574,슈카월드,74.0,-_byeCDQ7NY,"증가하는 PTSD, 경제위기와 비극적 사건",0.0
6575,슈카월드,73.0,wEwvtRmSIyo,스스로 만든 '제로 코로나' 함정에 빠진 중국,1.0
6576,슈카월드,72.0,NWrPVpoN6lU,"FTX 파산, 공포에 질린 코인시장",1.0
6577,슈카월드,71.0,Nva2ZOzO7Sc,"뜻밖의 결과, 위기의 트럼프",0.0
6578,슈카월드,70.0,COdMpfHlzUo,"인플레이션, 해치웠나...?",1.0
6579,슈카월드,69.0,bNg6SX_MPpo,2.6조원! 복권 역사상 최고액 경신,0.0
6580,슈카월드,68.0,2Zaoc0_aNjg,"현실판 느와르, 2022년 브라질 대통령 선거",0.0
6581,슈카월드,67.0,SH2ssf6ug5Q,K-나이 족보꼬임 방지법 통과될까,0.0
6582,슈카월드,66.0,Cui-6nd1HN8,폴란드에 미사일이 떨어졌다!? 설마..?,0.0
6583,슈카월드,65.0,cnMIHpvMDZM,결혼할 신부가 없다! 심각한 중국의 남녀 비율,1.0
6584,슈카월드,64.0,9MpTvy-2kaY,"대한민국 국가채무 1,000조원 시대,  논의되는 재정준칙 (유료광고포함)",0.0
6585,슈카월드,63.0,w_sV6MqDQ4A,건강보험 2028년 고갈 예정?,0.0
6586,슈카월드,62.0,KIMxmVnUJ9o,"중세의 끝, 천년을 버틴 콘스탄티노플의 함락",1.0
6587,슈카월드,61.0,_XgcFqCG9xc,"반복되는 코인 흑역사, 피해보는 개미들",1.0
6588,슈카월드,60.0,V3PwG6LZd5s,여성은 왕이 될 수 없다. 딸부자 일본 왕실의 고민,1.0
6589,슈카월드,59.0,d404GZJM4Ts,사람이 없다. 예고되어 있는 구인난,1.0
6590,슈카월드,58.0,S0Xy4B1C_ko,"새끼발가락 뼈, 2개가 정상인가 3개가 정상인가",0.0
6591,슈카월드,57.0,nwp4_NEOFN8,스코틀랜드를 멸망으로 이끈 식민지 프로젝트,1.0
6592,슈카월드,56.0,NCG_IlTskAA,"머스크, 애플 전쟁 선포",1.0
6593,슈카월드,55.0,gGPDffjJItg,꽁꽁 얼어붙은 대한민국 노사협력,0.0
6594,슈카월드,54.0,HTzT1Wy978o,"전쟁으로 가난해진 유럽, 빨대 꼽는 미국",1.0
6595,슈카월드,53.0,YwakskGF8jI,"생전 처음 겪는 물가상승, 고통받는 일본 국민들",1.0
6596,슈카월드,52.0,n8GsRAgHChw,"천안문 이후 최대 소요, 중국을 뒤흔든 '백지 시위'",0.0
6597,슈카월드,51.0,rHz1OdMQYyI,러시아돈 400조원 우리가 쓰겠다,1.0
6598,슈카월드,50.0,3DARyUwluGg,독일 제국의 왕을 꿈꾼 자,0.0
6599,슈카월드,49.0,3zWGbiYjm3c,미래에서 온 재벌집 막내아들이  S그룹을 후루룩짭짭 하는 방법,1.0
6600,슈카월드,48.0,ZC8kTeCmMak,진짜 나 혼자 산다.,1.0
6601,슈카월드,47.0,6Kra_CD9UEI,난리나는 돈 잔치? 카타르 월드컵 비용 280조원,0.0
6602,슈카월드,46.0,IfP-uFaFhcI,"빌라왕 급사, 무한 깡통 전세 수법은",1.0
6603,슈카월드,45.0,O3EkSobPNuw,"경기 침체, 기로에 서있는 한국경제",1.0
6604,슈카월드,44.0,IiVzdE-babk,누칼협? 중꺾마? 2022년 올해의 단어들,0.0
6605,슈카월드,43.0,L0UUNzoLCeA,"""미국 역사상 최대 금융 사기 중 하나""",0.0
6606,슈카월드,42.0,60Hk1C1Ibh8,인류는 무한한 에너지를 얻을 수 있을까,0.0
6607,슈카월드,41.0,NWW3KEnVfp8,6년간 대통령 6번 바뀐 페루의 비극,1.0
6608,슈카월드,40.0,bcKRJvo6TWM,코로나 대폭발을 눈 앞에 둔 중국,1.0
